,Adjective,Adj_Type,Count,PP,NMod,Bare_in_PP_Sing,Bare_in_PP_Pl,Bare_in_NP_Sing,Bare_in_NP_Pl,PP_in_NP,PP_in_VP,PP_in_AP,PP_Percent,Prep_Entropies,HW_Entropies,PP_HW_Entropies
110,late,Qualitative,15738,7229,0.06436650146143093,0.3102780467561212,0.12104025453036381,0.2559410344389376,0.08114118693607829,0.30419145109973716,0.6009129893484576,0.02462304606446258,0.4593340958190367,1.5296209617620726,5.455062483865754,6.926549858052198
111,low,Qualitative,18547,5515,0.15290882622526555,0.3236627379873073,0.28159564823209426,0.3256591362484499,0.1504825578260635,0.3417951042611061,0.5390752493200363,0.0371713508612874,0.2973526715910929,2.0545327067281374,5.816567610039257,6.601968758650506
112,hard,Qualitative,15669,2858,0.05322611525942945,0.43806857942617217,0.18579426172148356,0.23562448146020806,0.07626523709234795,0.38593421973407976,0.49300209937018896,0.054933519944016795,0.1823983662007786,1.6409241647326651,4.722371766017066,5.99577935585347
113,bad,Qualitative,14997,2689,0.014736280589451223,0.39047973224246935,0.2078839717367051,0.22131092885243717,0.10302060412082416,0.3280029750836742,0.5370026031982149,0.04797322424693194,0.1793025271721011,1.7048615147167836,5.022472159471547,6.0002628743590805
114,present,Qualitative,18743,6637,0.03483967347809849,0.2825071568479735,0.13967153834563809,0.2209358160379875,0.09038040868590941,0.36160916076540606,0.5042941087840892,0.05740545427150821,0.35410553273222,1.9312034967470022,5.838243547096904,6.772545399635458
115,poor,Qualitative,14550,3838,0.018419243986254295,0.40672225117248567,0.2300677436164669,0.3465979381443299,0.13642611683848796,0.3811881188118812,0.4637832204273059,0.053934340802501306,0.26378006872852233,2.0086761115478535,5.681626276880841,6.4771455284655595
116,wrong,Qualitative,14112,1711,0.005598072562358277,0.15838690824079485,0.04500292226767972,0.16404478458049887,0.0207624716553288,0.18176504967855056,0.744593804792519,0.022793687901811806,0.12124433106575963,2.1186159829191022,3.980549235640468,5.51700404668675
117,easy,Qualitative,14060,1252,0.008748221906116642,0.5726837060702875,0.13099041533546327,0.13129445234708392,0.032290184921763866,0.3019169329073482,0.5958466453674122,0.039936102236421724,0.08904694167852062,1.9295165891153188,4.915279461279947,5.6633155193743026
118,simple,Qualitative,13595,3688,0.015520411916145642,0.22966377440347072,0.2546095444685466,0.19904376609047444,0.15917616770871643,0.30856832971800435,0.5772776572668112,0.04934924078091106,0.27127620448694373,1.8289872904479572,6.3057646408199135,6.269710949927928
119,current,Qualitative,13648,6452,0.04638042203985932,0.31587104773713576,0.22427154370737756,0.3368991793669402,0.2063305978898007,0.46187228766274024,0.3964662120272784,0.06773093614383137,0.4727432590855803,1.946816922063865,6.127474602893381,6.74862560613305
120,nice,Qualitative,12647,773,0.007986083656203052,0.222509702457956,0.20051746442432083,0.1256424448485807,0.05819561951450937,0.2574385510996119,0.5937904269081501,0.03234152652005175,0.061121214517276826,1.7189217729288473,4.915625823789166,4.779161151244622
121,fine,Qualitative,11413,2701,0.03574870761412424,0.3765272121436505,0.23102554609403925,0.22623324279330587,0.13738719004643826,0.4113291373565346,0.48500555349870417,0.04331728989263236,0.23665994918075878,1.5855829996591926,5.717652106646124,6.32369556711901
122,close,Qualitative,12978,2748,0.016412390198797967,0.5080058224163028,0.23726346433770015,0.23878871937124363,0.1336877793188473,0.2725618631732169,0.6128093158660844,0.030203784570596796,0.21174294960702728,1.8533453599863687,5.357853113182227,6.178602030066957
123,normal,Qualitative,12273,5547,0.012955267660718651,0.3446908238687579,0.27636560302866414,0.27719384013688586,0.19245498248187076,0.35442581575626464,0.4975662520281233,0.06778438795745448,0.45196773405035445,2.0395153543153386,6.21852875882339,6.367436793597216
124,red,Qualitative,13746,3989,0.08780736214171396,0.3990975181749812,0.21634494860867384,0.3186381492797905,0.14382365779135747,0.469791927801454,0.41814991225871145,0.04712960641764853,0.29019351083951694,1.7256230460578523,6.021255661774658,6.848198416639863
125,serious,Qualitative,12059,3143,0.009619371423832821,0.3604836143811645,0.26057906458797325,0.24280620283605606,0.19777759349863172,0.3398027362392618,0.532293986636971,0.0467706013363029,0.2606352102164359,1.6141731892817643,5.663545484824913,6.015370914549333
126,previous,Qualitative,12061,7405,0.010529806815355277,0.2060769750168805,0.2772451046590142,0.2401956720006633,0.2503109194925794,0.34044564483457124,0.4973666441593518,0.04321404456448346,0.6139623580134317,1.9332901548719588,5.752898097521264,6.631676611698731
127,significant,Qualitative,12024,2010,0.003493013972055888,0.20796019900497512,0.27810945273631843,0.1684963406520293,0.17390219560878242,0.3208955223880597,0.5069651741293533,0.03383084577114428,0.16716566866267465,1.3550201888667552,5.702511692294781,5.5940958289628036
128,happy,Qualitative,11368,829,0.010643912737508797,0.2689987937273824,0.21712907117008443,0.09755453905700211,0.05453905700211119,0.3594692400482509,0.5090470446320868,0.05669481302774427,0.07292399718508093,1.5992086343415366,4.716885526256301,5.424106678150473
129,specific,Qualitative,12038,5469,0.012626682173118459,0.14829036386908026,0.4861949168038033,0.1652267818574514,0.4062967270310683,0.4551106235143536,0.44852806728835254,0.04004388370817334,0.4543113473999003,1.8783158336358357,6.321389313578425,6.525380392448859
130,appropriate,Qualitative,11265,3125,0.007723035952063915,0.2,0.25536,0.1411451398135819,0.15099866844207724,0.3632,0.56992,0.01472,0.2774079005770084,1.8739651256772887,6.154184248383662,6.166022394663333
131,top,Qualitative,12649,4969,0.07312831053838248,0.26504326826323205,0.2080901589857114,0.3279310617440114,0.18554826468495533,0.33306500301871605,0.489635741597907,0.035620849265445766,0.3928373784488892,2.1672690528342273,6.062623801202025,6.7577921639126854
132,wide,Qualitative,11963,4287,0.018557218089108082,0.21460228598087241,0.10636808957312806,0.21407673660453064,0.08818858145950012,0.3580592488919991,0.5318404478656403,0.053417308140891066,0.3583549276937223,2.1418801267597183,4.455455251945831,6.535720427556488
133,dead,Qualitative,11313,1704,0.015645717316361708,0.25410798122065725,0.22065727699530516,0.13153009811721028,0.08255988685582957,0.5017605633802817,0.3890845070422535,0.03814553990610329,0.15062317687616017,1.366231332356803,5.462631284113543,6.205008916608296
134,sorry,Qualitative,8854,151,0.00022588660492432798,0.3509933774834437,0.11920529801324503,0.08911226564264739,0.015586175739778631,0.304635761589404,0.5827814569536424,0.039735099337748346,0.017054438671786763,1.5887431517004102,3.6278017492811885,3.83454322649981
135,successful,Qualitative,10708,2591,0.004015689204333209,0.2902354303357777,0.19027402547279043,0.1691258871871498,0.10861038475905865,0.4037051331532227,0.3913546893091471,0.06561173292165187,0.2419686215913336,1.441219190969769,6.125650860089506,5.92763928080822
136,original,Qualitative,11006,5019,0.023896056696347447,0.2976688583383144,0.11157601115760112,0.29720152644012354,0.10948573505360712,0.4178123132098028,0.38673042438732813,0.0773062363020522,0.45602398691622753,1.6645835168064795,6.641955533412797,6.604227581552102
137,basic,Qualitative,11046,3897,0.011406844106463879,0.2399281498588658,0.2702078521939954,0.2517653449212385,0.24461343472750316,0.4565050038491147,0.3756735950731332,0.06594816525532461,0.3527973927213471,1.707425380288003,5.841578914907069,6.3490325010617505
138,aware,Qualitative,10502,163,0.0005713197486193106,0.49693251533742333,0.20245398773006135,0.032089125880784615,0.008665016187392878,0.294478527607362,0.5276073619631901,0.10429447852760736,0.015520853170824606,1.126980698749621,3.6280451881398985,4.3957173735455415
139,popular,Qualitative,10415,3454,0.01785885741718675,0.41256514186450494,0.18268674001158078,0.2827652424387902,0.11800288046087375,0.5344528083381587,0.28836132020845395,0.06253618992472496,0.33163706192990877,1.5526848146897616,5.77813073532526,6.6368831430337085
140,direct,Qualitative,10501,3671,0.05132844491000857,0.5284663579406156,0.1563606646690275,0.40529473383487286,0.13113036853632987,0.36011985834922366,0.5224734404794334,0.04195042222827568,0.34958575373773926,1.913423270569702,5.565738706193924,6.300412543445752
141,useful,Qualitative,9958,1025,0.0013054830287206266,0.3024390243902439,0.30341463414634146,0.14450692910222937,0.10232978509740911,0.4526829268292683,0.4273170731707317,0.04390243902439024,0.10293231572604941,1.2804336770200613,5.108152364735649,5.226432691705865
142,effective,Qualitative,10268,1937,0.0028243085313595638,0.44914816726897266,0.15332989158492513,0.2367549668874172,0.08531359563693026,0.4429530201342282,0.42643262777490964,0.053691275167785234,0.18864433190494742,1.5689618679776203,5.6435749390520655,5.716238371975041
143,ready,Qualitative,10416,617,0.0019201228878648233,0.4538087520259319,0.19611021069692058,0.08947772657450077,0.031394009216589865,0.293354943273906,0.586709886547812,0.05672609400324149,0.0592357910906298,1.6444450618212758,4.924517382772683,5.134806699478878
144,dark,Qualitative,11308,3779,0.027502652989034312,0.24371526858957396,0.22122254564699656,0.21595330739299612,0.16908383445348427,0.34718179412543,0.5337390844138661,0.05186557290288436,0.33418818535550054,1.8811616322911515,5.48094348071036,6.481854918513567
145,independent,Qualitative,10677,3651,0.014798164278355343,0.24157764995891537,0.3166255820323199,0.2433267771846024,0.2170085229933502,0.511640646398247,0.41002465078060807,0.027115858668857847,0.34194998595110987,1.5568428317942857,5.833099024786655,6.182500429554422
146,green,Qualitative,10705,3367,0.051377860812704346,0.3180873180873181,0.2854172854172854,0.2574497898178421,0.20168145726296124,0.4541134541134541,0.4555984555984556,0.03237303237303237,0.3145259224661373,1.8511015182484343,6.0942037549445995,6.7423758495155575
147,involved,Qualitative,944,54,0.0,0.2777777777777778,0.2777777777777778,0.0614406779661017,0.036016949152542374,0.25925925925925924,0.48148148148148145,0.1111111111111111,0.057203389830508475,1.0634395888925918,2.8716496251359276,3.014946880179594
148,considerable,Qualitative,9455,2733,0.003067160232681121,0.5927552140504939,0.10903768752286865,0.5035430988894765,0.13008989952406133,0.2996706915477497,0.5872667398463227,0.04207830223197951,0.289053410893707,1.3486085259722707,5.456051121576518,5.714065159556171
149,interesting,Qualitative,9457,1088,0.0020090937929575976,0.15073529411764705,0.31985294117647056,0.12794755207782596,0.10975996616263085,0.32628676470588236,0.43106617647058826,0.05330882352941176,0.11504705509146664,1.24500335685906,5.361102098364732,4.826249689676631
150,cold,Qualitative,10912,2927,0.04976173020527859,0.3676118893064571,0.12538435257943287,0.22763929618768328,0.07258064516129033,0.3570208404509737,0.5544926545951486,0.0358729074137342,0.2682368035190616,1.5480368545200816,4.4606976456765715,6.040007199108593
151,existing,Qualitative,91,50,0.01098901098901099,0.38,0.3,0.37362637362637363,0.34065934065934067,0.48,0.38,0.08,0.5494505494505495,1.363950649238684,3.0625293002546226,3.0407272942644323
152,responsible,Qualitative,9294,1052,0.0005379814934366257,0.34695817490494296,0.2414448669201521,0.10426081342801807,0.05616526791478373,0.48003802281368824,0.4211026615969582,0.034220532319391636,0.11319130621906606,1.678067897126573,5.07382444685833,5.867958013783049
153,complete,Qualitative,9460,2350,0.004545454545454545,0.45063829787234044,0.11404255319148936,0.29746300211416493,0.0781183932346723,0.35319148936170214,0.5417021276595745,0.0374468085106383,0.24841437632135308,1.6817145256388948,6.063528552137642,6.078337446354293
154,heavy,Qualitative,9376,2767,0.0829778156996587,0.4036863028550777,0.24683773039392845,0.3197525597269625,0.1921928327645051,0.36393205637874954,0.5157209974701843,0.04156125767979761,0.2951151877133106,1.7872849503869754,5.675659952058133,6.276310912155507
155,blue,Qualitative,9708,2730,0.09322208487845077,0.34908424908424907,0.263003663003663,0.2788421920065925,0.19396374124433458,0.4347985347985348,0.4575091575091575,0.04285714285714286,0.2812113720642769,1.7261275089511185,5.566545141484245,6.453522979964755
156,hot,Qualitative,9209,2538,0.10924095993050277,0.4081954294720252,0.18518518518518517,0.3095884460853513,0.11423607340645021,0.39164696611505123,0.5047281323877069,0.04373522458628842,0.27559995656423064,1.7762979993885362,4.9013110926470755,6.188886494480774
157,past,Qualitative,11035,7396,0.009243316719528771,0.1157382368848026,0.18469442942130881,0.14263706388763026,0.16710466696873585,0.25486749594375335,0.6946998377501352,0.0167658193618172,0.6702310829179883,1.6990620153981975,4.3489761968855,6.571445732699125
158,interested,Qualitative,8686,588,0.0021874280451300945,0.1292517006802721,0.5952380952380952,0.049159567119502645,0.08139534883720931,0.4812925170068027,0.413265306122449,0.04421768707482993,0.06769514160718397,1.8416211633989037,3.489193752886721,5.235566319292509
159,future,Qualitative,8723,4989,0.010202911842256105,0.3088795349769493,0.36420124273401483,0.2977186747678551,0.34987962856815313,0.5135297654840649,0.39847664862697935,0.03888554820605332,0.5719362604608507,1.7494591348963082,6.1528423091574265,6.436407351974446
160,beautiful,Qualitative,8376,1896,0.008595988538681949,0.21729957805907174,0.229957805907173,0.17526265520534862,0.1318051575931232,0.34124472573839665,0.48945147679324896,0.04061181434599156,0.22636103151862463,1.8138087449933542,5.6007284193341516,6.0127780469969965
161,obvious,Qualitative,8311,1261,0.0016845144988569367,0.2640761300555115,0.24345757335448057,0.14270244254602335,0.09806280832631452,0.2014274385408406,0.5400475812846947,0.04837430610626487,0.15172662736132836,2.072034683375713,5.035248656790602,5.015326431229726
162,positive,Qualitative,8451,2212,0.01526446574369897,0.29972875226039786,0.24819168173598552,0.23381848301976096,0.17205064489409538,0.379746835443038,0.5076853526220615,0.037070524412296565,0.2617441722873033,1.570873020444616,5.504309537160147,5.938774666542624
163,fair,Qualitative,8656,1617,0.016982439926062846,0.5609152752009895,0.08658008658008658,0.26317005545286504,0.045748613678373386,0.4780457637600495,0.39022881880024735,0.09152752009894867,0.1868068391866913,1.497665420460272,4.177993980358839,4.953965059322151
164,senior,Qualitative,8105,3123,0.03479333744602098,0.25360230547550433,0.40121677873839257,0.3067242442936459,0.3407772979642196,0.49407620877361513,0.38424591738712777,0.026577009285943004,0.3853177051202961,1.9067895189130353,4.726389697850976,6.2108253780202425
165,relevant,Qualitative,7912,2218,0.006066734074823054,0.17312894499549145,0.2515779981965735,0.12727502527805865,0.16885743174924167,0.5324616771866546,0.3692515779981966,0.03832281334535618,0.2803336703741153,1.6630264859422645,5.69672901415467,6.118926255376728
166,huge,Qualitative,7633,2558,0.007860605266605529,0.14816262705238467,0.2732603596559812,0.16965806367090266,0.24983623739027905,0.2939796716184519,0.5860046911649727,0.03205629397967162,0.33512380453294904,1.7668798984162748,6.143378555950904,6.146898650791531
167,deep,Qualitative,8662,2803,0.06049411221426922,0.3835176596503746,0.1737424188369604,0.2875779265758485,0.13080120064650197,0.3196575098109169,0.5758116303960042,0.038530146271851584,0.3235973216347264,1.8784008004589698,5.800446695597948,6.224890479121889
168,separate,Qualitative,7971,3348,0.00840546982812696,0.10902031063321387,0.48476702508960573,0.1249529544599172,0.4040898256178648,0.3064516129032258,0.6257467144563919,0.01941457586618877,0.42002258185923974,1.8264757549918234,6.216926480800971,6.066219666734879
169,active,Qualitative,7423,2125,0.017108985585342854,0.4555294117647059,0.2164705882352941,0.28303920247878217,0.13094436211774216,0.4983529411764706,0.3887058823529412,0.03952941176470588,0.28627239660514614,1.6940155281517955,5.750946103198743,6.012599201305109
170,standard,Qualitative,7752,3232,0.01999484004127967,0.2626856435643564,0.3035272277227723,0.28753869969040247,0.24961300309597523,0.42110148514851486,0.4368811881188119,0.05971534653465346,0.4169246646026832,1.920924199552045,5.796675229113648,6.104092631151813
171,complex,Qualitative,7298,2271,0.012058098109070978,0.17569352708058125,0.3571114046675473,0.13743491367497945,0.23252946012606193,0.4760017613386173,0.424922941435491,0.0361074416556583,0.31118114551932036,1.4737903345146413,5.829345237301919,6.031783583609075
172,powerful,Qualitative,7203,1903,0.0058309037900874635,0.1981082501313715,0.27850761954808195,0.1634041371650701,0.16854088574205192,0.40409879138202837,0.4666316342616921,0.03625853914871256,0.26419547410801053,1.4944391579689686,5.990272074233063,6.0888087154036885
173,impossible,Qualitative,6838,287,0.0007312079555425563,0.27177700348432055,0.26480836236933797,0.030418250950570342,0.02325241298625329,0.2578397212543554,0.6515679442508711,0.020905923344947737,0.04197133664814273,1.7534021872233825,4.186104396562419,4.332418428623277
174,united,Qualitative,1121,196,0.030330062444246207,0.25,0.27040816326530615,0.13291703835860838,0.1159678858162355,0.5714285714285714,0.3673469387755102,0.01020408163265306,0.17484388938447815,1.6932908469312227,3.3213694035014147,4.532383322881395
175,excellent,Qualitative,6559,1319,0.017075773745997867,0.38968915845337376,0.20545868081880211,0.2788534837627687,0.1468211617624638,0.3555724033358605,0.5087187263078089,0.05155420773313116,0.2010977283122427,1.7144553724737208,5.417941887396292,5.608058787397217
176,fresh,Qualitative,6670,2209,0.019640179910044978,0.46899049343594384,0.24988682661837935,0.3734632683658171,0.2098950524737631,0.4812132186509733,0.4336803983703033,0.03214124038026256,0.331184407796102,1.253114071409773,4.938561655840021,5.779636211495127
177,far,Qualitative,2414,1598,0.024855012427506214,0.10200250312891114,0.013141426783479349,0.11847555923777962,0.01988400994200497,0.18335419274092615,0.7352941176470589,0.016270337922403004,0.6619718309859155,2.0039109816948573,2.7723484823475952,5.478169134928185
178,rich,Qualitative,7218,1829,0.011776115267387088,0.26571897211591033,0.2870420995079278,0.17761152673870878,0.16043225270157938,0.44723892837616186,0.4270092946965555,0.05522143247676326,0.2533942920476586,1.7381104044923559,5.772893639486189,6.336093638323027
179,famous,Qualitative,6514,2306,0.016886705557261284,0.2597571552471813,0.19687771032090198,0.24316856002456247,0.14000614062020264,0.4349522983521249,0.36209887250650474,0.03469210754553339,0.3540067546822229,1.6319877302632944,6.311677849033358,6.385009300628772
180,alone,Qualitative,3523,223,0.0011353959693443088,0.6053811659192825,0.21973094170403587,0.09792790235594663,0.03917116094237866,0.3273542600896861,0.5515695067264574,0.02242152466367713,0.06329832529094521,1.5720019473083202,3.8671233156930174,4.673494955447552
181,limited,Qualitative,6484,2649,0.03346699568167798,0.338240845602114,0.18799546998867497,0.2975015422578655,0.148673658235657,0.33786334465836165,0.49377123442808607,0.053982634956587394,0.4085441085749537,1.7747835434669559,5.101502847410888,6.116070294127432
182,safe,Qualitative,6767,1179,0.008127678439485739,0.2917726887192536,0.178117048346056,0.13713610166986848,0.07181912221072853,0.31721798134011875,0.5937234944868532,0.033927056827820185,0.17422787054824884,1.957249116252398,5.023937082211329,5.507318828262097
183,warm,Qualitative,6531,1730,0.02067064768029398,0.32947976878612717,0.14971098265895955,0.2123717654264278,0.08681672025723473,0.28901734104046245,0.6109826589595375,0.042196531791907514,0.26489052212524883,1.7226186391471372,4.956096123528866,5.879907862149033
184,reasonable,Qualitative,6159,1588,0.004708556583861016,0.3734256926952141,0.1561712846347607,0.21367105049521026,0.10537424906640688,0.24496221662468515,0.6542821158690176,0.04030226700251889,0.25783406397142394,2.0125929432750715,4.888460774300273,5.468843137501066
185,strange,Qualitative,6297,1468,0.009210735270763855,0.13760217983651227,0.24659400544959129,0.14991265682070828,0.140543115769414,0.2670299727520436,0.6130790190735694,0.047683923705722074,0.2331268858186438,1.6756117870373044,5.40780115247265,5.612008488139952
186,light,Qualitative,7147,2291,0.04183573527354135,0.3587952859013531,0.24574421649934527,0.28963201343220935,0.1858122289072338,0.4076822348319511,0.48974247053688347,0.0528153644696639,0.32055407863439206,1.514529425244188,5.691393510659218,6.1847234482243785
